VarName1,sequence,res_scheme,bitrate,chunk,q_0,q_1,q_2,q_3,q_4,q_5,d_0,d_1,d_2,d_3,d_4,d_5,b_0,b_1,b_2,b_3,b_4,b_5
0,v01_BabyPandas,sp1,400,0,30.263022942773,30.3645662596698+0i,30.6040263027416,30.863672574469+0i,30.9834391627551+0i,32.1271111188433+0i,61.2037548026201,59.7893366306095,56.5819265486647,53.2982688783797,51.8485296096311,39.8445796034387,0,0,0,0,0,0
0,v01_BabyPandas,sp1,483.333333333333,0,30.6390090245277,30.940602765675+0i,31.2605827583083,32.1069213108315+0i,31.4979139958585+0i,32.8115349241095+0i,56.1279859213252,52.362465147235,48.6431941429,40.0302433065632,46.0562910847934,34.0350872646991,0,0,0,0,0,0
0,v01_BabyPandas,sp1,566.666666666667,0,30.9866421981952,31.4543888085812+0i,31.833056634165,33.0755316249321+0i,31.9604035513996+0i,33.4053619254691+0i,51.8103040602961,46.5201900196369,42.6358276001306,32.0278066752292,41.4037812815741,29.6854863341884,0,0,0,0,0,0
0,v01_BabyPandas,sp1,641.666666666667,0,31.2786702765878,31.874125532992+0i,32.2925300400326,33.7963807686281+0i,32.3403366757816+0i,33.8802827344752+0i,48.4410260125605,42.2345438090754,38.3554742387823,27.1295308760743,37.9355769320249,26.6104419490601,0,0,0,0,0,0
0,v01_BabyPandas,sp1,750,0,31.6705892333418,32.4229398783737+0i,32.8832071551503,34.6664259493138+0i,32.8394112181678+0i,34.4889314672105+0i,44.2610219836482,37.2208573950638,33.4780108170114,22.2043347425165,33.8173240469969,23.1306168183465,0,0,0,0,0,0
0,v01_BabyPandas,sp1,900,0,32.1642829767732,33.094535752084+0i,33.5918584441164,35.6453081668984+0i,33.4527821743397+0i,35.2168059941451+0i,39.5049997323988,31.8879636035586,28.4377031487511,17.723502227594,29.3631161770795,19.5613922366924,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,0,32.3681583974477,33.3664633504104+0i,33.8746665064696,36.0200653589721+0i,33.7017078726396+0i,35.5066884956005+0i,37.6933312525201,29.9525654500644,26.6448764147534,16.2582510346997,27.7274271938385,18.2983323478394,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1166.66666666667,0,32.9321342902681,34.1051972884643+0i,34.631719312618,36.9874435132329+0i,34.3788022065995+0i,36.2813232347888+0i,33.1029678197576,25.2674044472455,22.3824915705697,13.0117589621258,23.7246678103366,15.309042805778,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1350,0,33.396748709067,34.7016490604261+0i,35.231505803234,37.7232549336904+0i,34.9255639144654+0i,36.8939214967503+0i,29.7444189811344,22.0249765568184,19.495293621403,10.9838569332137,20.9181835478647,13.2949960057955,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1616.66666666667,0,34.0021310763775,35.4666699860108+0i,35.9863625188393,38.618804551917+0i,35.6255373821029+0i,37.663922682203+0i,25.8742192098939,18.4677234415423,16.3849118402559,8.93716766745127,17.804370479635,11.1349454212123,0,0,0,0,0,0
0,v01_BabyPandas,sp1,400,1,30.5527603745759,30.9626505383461+0i,31.0496024976082,32.4995756322334+0i,31.510578758256+0i,31.9652526598942+0i,57.2538008993224,52.0973109091202,51.064620784979,36.5698178896881,45.9221787843149,41.3575777510052,0,0,0,0,0,0
0,v01_BabyPandas,sp1,483.333333333333,1,30.9995992626107,31.6157783989365+0i,31.8800821685919,33.61215356732+0i,32.1081826712154+0i,33.0920426257297+0i,51.6559597034294,44.8231651865219,42.1766560508557,28.3051202420034,40.0186186524688,31.9062745767249,0,0,0,0,0,0
