VarName1,sequence,res_scheme,bitrate,chunk,q_0,q_1,q_2,q_3,q_4,q_5,d_0,d_1,d_2,d_3,d_4,d_5,b_0,b_1,b_2,b_3,b_4,b_5
0,v01_BabyPandas,sp1,391.666666666667,0,30.2236757987072,30.3029010039108+0i,30.5327303820594,30.7175874347014+0i,30.9286512150233+0i,32.0525443631772+0i,61.7607812468019,60.6443381209327,57.5184696599428,55.1215748903568,52.5067622940802,40.5346030653465,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,0,30.7106589694241,31.0478709140655+0i,31.3810724780896,32.3183926105747+0i,31.5942128368851+0i,32.9367304907229+0i,55.2095826205437,51.0849849136005,47.3121967324694,38.1277431895925,45.0462950580496,33.0679530082999,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,0,31.5534606570216,32.2605139104013+0i,32.7095258542633,34.4163630166862+0i,32.6914686782021+0i,34.310167178522+0i,45.4709779954984,38.6392750713593,34.8439815768396,23.5203651168968,34.9891581257542,24.1025861044218,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,0,32.3681583974477,33.3664633504104+0i,33.8746665064696,36.0200653589721+0i,33.7017078726396+0i,35.5066884956005+0i,37.6933312525201,29.9525654500644,26.6448764147534,16.2582510346997,27.7274271938385,18.2983323478394,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,0,33.2743921037415,34.5454738785261+0i,35.0754215335267,37.5340409188449+0i,34.7824452494819+0i,36.7345815100546+0i,30.5943443485559,22.83142261505,20.2086921227297,11.4729808578177,21.6190116680082,13.7918399882526,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,0,34.604968098734,36.2191146133654+0i,36.7131459224985,39.4550599983251+0i,36.31098143088+0i,38.4046662420112+0i,22.5207863733368,15.5299085928394,13.860081008459,7.37181386654772,15.2048527207458,9.38887888281065,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,1,30.5055125053466,30.8920043349376+0i,30.9570963002941,32.3709076177897+0i,31.4462234604495+0i,31.834293933159+0i,57.880078349785,52.9517024141309,52.1639813345957,37.6694777419151,46.6077368054005,42.6236824417548,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,1,31.083842382574,31.7361381386587+0i,32.0286766919158,33.8041897051335+0i,32.2187802217419+0i,33.2855631463943+0i,50.6636089156351,43.597997987782,40.7579837361961,27.0807937994004,39.0123703779275,30.515749855542,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,1,32.0554233444362,33.0735654190699+0i,33.6037675085725,35.7427153045396+0i,33.45509249543+0i,35.2240372960434+0i,40.5077411788335,32.0423100873452,28.3598291396046,17.3304097250884,29.3475000021984,19.5288482743716,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,1,32.9654362788363,34.2631795520652+0i,34.9097636661923,37.2530237860219+0i,34.5615482374146+0i,36.7151957929617+0i,32.8501028015053,24.3647750269334,20.9944254672726,12.2399031742474,22.7470738259765,13.8535405922598,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,1,33.9502727555138,35.5077686490437+0i,36.2004868253019,38.6899757768208+0i,35.719625770814+0i,38.1165819579275+0i,26.1850305734302,18.2937818527732,15.5966626396092,8.79190087968005,17.4227932800469,10.0328002364549,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,1,35.3535822375462,37.2434641765418+0i,37.8889921457289,40.5150104583606+0i,37.3235404463051+0i,39.8664788865782+0i,18.9549279130828,12.2668750959559,10.5725840476911,5.77536338319347,12.042767898657,6.70552015480745,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,2,30.6025026493985,29.6898189594655+0i,31.3362546591613,32.3079521249135+0i,31.401186564549+0i,31.8584561917946+0i,56.6017809032161,69.8390727970297,47.8029716259443,38.2195129543918,47.0935797989998,42.3872012353909,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,2,31.0681239364804,30.8986448814118+0i,32.1410302196041,33.5236334316758+0i,32.0964652177343+0i,33.171320900439+0i,50.8473082491617,52.8707988878043,39.7170824915031,28.8879695539228,40.1267364088658,31.329125382796,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,2,31.8737803780547,32.6280916627667+0i,33.410890472385,35.2516394250213+0i,33.2301316008032+0i,34.9716595025759+0i,42.2379005269737,35.5035021157613,29.6477209020622,19.4051238262318,30.9077364801807,20.6973341204795,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,2,32.6513039287244,34.0352979187162+0i,34.530875571007,36.6478200286374+0i,34.2620196268394+0i,36.3797452006879+0i,35.3142484393265,25.6773717651987,22.9082969354652,14.0701380319307,24.3712833047819,14.9660034430204,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,2,33.5132231050953,35.4135810860602+0i,35.6878047498696,38.0056972975134+0i,35.3549272960787+0i,37.7126548344588+0i,28.9572989920631,18.6948615090366,17.5509199693446,10.2922572135451,18.949058269126,11.0106986691685,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,2,34.7694450360072,37.2123950174781+0i,37.2644895275174,39.7602872873097+0i,36.8829067196337+0i,39.3798570708381+0i,21.6838231841842,12.3549462149867,12.2076314138802,6.87150128642801,13.3287581848513,7.50057665381595,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,3,30.7719862092461,30.1347883996655+0i,31.0800340362447,32.6728713742572+0i,31.0705833145782+0i,31.2384244813259+0i,54.4354402862613,63.0378686414802,50.7080555293427,35.1393095194975,50.8185219394346,48.89201234375,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,3,31.1794584116464,31.1371994218202+0i,31.9388909078152,33.684597294917+0i,31.8037112754359+0i,32.7591759764056+0i,49.5603676834073,50.0449683224897,41.6093824377909,27.8368847494732,42.9248941927001,34.4479009101543,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,3,31.8978357172453,32.64418853711+0i,33.2725543242662,35.1965843880388+0i,32.9838695322732+0i,34.7455724266928+0i,42.0045937871437,35.3721540015236,30.6072935243967,19.6526863067909,32.7109688629361,21.8033445683117,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,3,32.6055790076754,33.91965123907+0i,34.4313861546936,36.4682588830897+0i,34.0443489853828+0i,36.24530694003+0i,35.6880205327253,26.370310104788,23.4391439051722,14.6640682260968,25.6239136617959,15.4365294875107,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,3,33.4048214169998,35.2010114406705+0i,35.6146778250002,37.738162067978+0i,35.1554650250277+0i,37.6341599872391+0i,29.6891811210111,19.6326632231217,17.8489461122794,10.9462195365257,19.8396432417142,11.211516544693,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,3,34.5938053959495,36.9081895349678+0i,37.2084621082439,39.4164900422414+0i,36.6904879791309+0i,39.3389464421359+0i,22.578746170355,13.2513891315687,12.3661397466415,7.43757497412479,13.9325805623074,7.57156607470148,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,4,30.6231259298928,29.7894796580255+0i,30.7495369432852,32.7234774397146+0i,31.0038806985677+0i,30.752035500097+0i,56.3336340052366,68.2546737418814,54.7175529103666,34.7322258892249,51.6050604372403,54.6860821915836,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,4,31.0060546432607,30.8985425356685+0i,31.6240088239855,33.6838440466664+0i,31.7875247081159+0i,32.3483392252343+0i,51.5792349943527,52.8720448545845,44.7383001079309,27.8417132481279,43.0851778559521,37.8657391107017,0,0,0,0,0,0
