VarName1,sequence,res_scheme,bitrate,chunk,q_0,q_1,q_2,q_3,q_4,q_5,d_0,d_1,d_2,d_3,d_4,d_5,b_0,b_1,b_2,b_3,b_4,b_5
0,v01_BabyPandas,sp1,391.666666666667,0,30.3845854349807,30.3658491394932+0i,31.0190322101921,31.3339923095545+0i,31.0087650760538+0i,32.0829934748653+0i,59.5143668088774,59.7716778278401,51.4253362254006,47.8278798879002,51.5470544257239,40.2514021358789,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,0,30.8452846244424,31.076967565017+0i,31.7016715300598,32.6385279495189+0i,31.6337568247888+0i,32.9820608348846+0i,53.5244111908328,50.743872171889,43.9453783456359,35.4182880716,44.6379949156929,32.7245947707347,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,0,31.6476678649206,32.2426282885169+0i,32.8184392378182,34.4650692435525+0i,32.6728675205167+0i,34.3731807606048+0i,44.4952421259296,38.7987319621826,33.9810220535766,23.2580573199896,35.139340700607,23.7553965660052,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,0,32.4283282867879,33.3120614253637+0i,33.8381497568214,35.9277947354597+0i,33.6367645476786+0i,35.5809605608077+0i,37.1747051135725,30.3301262677509,26.8698588585414,16.6073709860946,28.1451719382547,17.9880590589445,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,0,33.30117417619,34.4562057124702+0i,34.9207212713842,37.3469916348905+0i,34.6728852712796+0i,36.8173782445755+0i,30.4062556920881,23.3055732407207,20.9415215821796,11.977914187608,22.1713344749531,13.5313938948623,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,0,34.5885590011188,36.0828626545821+0i,36.4374972149875,39.1865053749993+0i,36.14218441926+0i,38.4953508124281+0i,22.6060383880995,16.0248545162698,14.7683045374961,7.84205390724033,15.8074537182881,9.19486335626515,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,1,30.5423836245062,30.9409650076217+0i,31.5236939043393,32.4614519938759+0i,31.4929419574947+0i,31.9102474776621+0i,57.3907629688068,52.3580978133008,45.7837087774256,36.8922515725459,46.1090490147041,41.8847196700577,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,1,31.1148533881342,31.7609348193877+0i,32.3953086950132,33.8312746256781+0i,32.2454795928723+0i,33.350481622222+0i,50.3031315234651,43.3497781189049,37.4584231504861,26.9124290754015,38.773267515679,30.0629918175299,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,1,32.0775843714178,33.0679356992837+0i,33.7462701640852,35.7120902677603+0i,33.455621001568+0i,35.2795002683005+0i,40.301566172082,32.0838731749755,27.4443749724302,17.4530500492352,29.3439288331362,19.2810346027313,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,1,32.9801089065611,34.2366999935629+0i,34.9187825429817,37.1938028300219+0i,34.5433679641938+0i,36.7664350788678+0i,32.7393060836133,24.5137843647522,20.9508721467855,12.4079512320126,22.8424963637059,13.6910530411149,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,1,33.9573291386774,35.4640334430262+0i,36.1158406755598,38.6135023968248+0i,35.6853063055029+0i,38.165756850031+0i,26.1425198830819,18.4789383502064,15.9036311007156,8.94808541772133,17.5610197091673,9.91984019453516,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,1,35.3499154132354,37.1809344342031+0i,37.729686464894,40.4278368716484+0i,37.2706617284279+0i,39.9153491756989+0i,18.9709386485459,12.4447712296351,10.9676028155103,5.89246041563454,12.1902942291131,6.63048723510421,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,2,30.6327761598032,29.84951343584+0i,31.3900816482046,32.4277352790586+0i,31.4563497451637+0i,31.9252680671706+0i,56.2085969621879,67.3176609362257,47.2141522386614,37.1797814830676,46.499189856225,41.7401066265196,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,2,31.096080784443,30.9910536603515+0i,32.1756996793678,33.5841819042527+0i,32.1309178094035+0i,33.2323578231445+0i,50.5210400333528,51.7577030805627,39.4012856499256,28.4880137605078,39.8096702188962,30.8918970293564,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,2,31.8975307274955,32.6504624016313+0i,33.4208402949623,35.2517750447542+0i,33.2363061648982+0i,35.0272382462841+0i,42.0075437257067,35.3210919009541,29.5798747935298,19.4045178602961,30.8638247548724,20.4341480792599,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,2,32.6706403662598,34.0174460751935+0i,34.5232368498211,36.614349188783+0i,34.2470692017513+0i,36.4324956170389+0i,35.1573655215066,25.783136826896,22.9486253494868,14.1789947592212,24.4553251083184,14.7853224078265,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,2,33.5270875971019,35.3668060394998+0i,35.6648821586804,37.9491985162407+0i,35.3210872356977+0i,37.7635882437571+0i,28.8650026135735,18.8972999671711,17.6438007629152,10.4270272671895,19.097285348314,10.8823211047983,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,2,34.7738083753837,37.1389562800252+0i,37.2235848461457,39.684717980382+0i,36.8265363673762+0i,39.4294340756029+0i,21.6620484736382,12.5656434619197,12.323154012676,6.99211500419825,13.5028898257671,7.41544047861216,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,3,30.8009306027573,30.1978113451619+0i,31.1262904734759,32.7472275153979+0i,31.1092087340607+0i,31.31233019055+0i,54.0738510727,62.1296956755556,50.1708331990664,34.5428056673891,50.3685545009939,48.067035905034,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,3,31.2072703436612,31.18056675786+0i,31.9733767055449,33.7300979780038+0i,31.8336301432459+0i,32.8239921467984+0i,49.2440004381013,49.5477211867306,41.2802853141649,27.5467623979886,42.6301976829022,33.9376015291224,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,3,31.9235683637301,32.6645080753261+0i,33.2920440694839,35.2096082217175+0i,33.0014661372898+0i,34.8027923359894+0i,41.7564456984345,35.2070432139515,30.4702455389075,19.5938391583276,32.5786997475852,21.5179615560502,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,3,32.6291124160838,33.9248349151752+0i,34.4401586878836,36.4614822602758+0i,34.0520195288138+0i,36.2991188175674+0i,35.4951584548383,26.3388536608674,23.3918457827244,14.686967533649,25.5786964464173,15.2464410569337,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,3,33.4256178754596,35.1936438889094+0i,35.6139001793851,37.7167149309721+0i,35.1532370032494+0i,37.686188538239+0i,29.5473524991811,19.6659971540252,17.8521424221605,11.0004098879013,19.8498240060509,11.0780037301262,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,3,34.609837418215,36.886395812135+0i,37.1958237107675,39.381453512864+0i,36.6742538115585+0i,39.3903226349213+0i,22.4955501671853,13.3180542509624,12.4021788453771,7.49781999083116,13.9847587796467,7.48252363600198,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,4,30.6537896537056,29.8436435135977+0i,30.8123197603173,32.7797589875877+0i,31.0428408021044+0i,30.8070426557278+0i,55.937286556445,67.4087089725137,53.9322308552213,34.2850243390952,51.1441871536856,53.9978036444305,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,4,31.0360389576721,30.9380421826965+0i,31.6691411600393,33.7221919022244+0i,31.8202163347316+0i,32.4041444708833+0i,51.2243510468831,52.39334695126,44.2757824499834,27.5969553326107,42.7620707176816,37.3822909895266,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,4,31.7159610292956,32.543824058494+0i,33.0000664291479,35.1578475807252+0i,33.0527792482702+0i,34.457029681537+0i,43.801023413447,36.19911516966,32.5892013823988,19.8287621245477,32.1960383511376,23.3011519895444,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,4,32.3926276510664,33.8753488044362+0i,34.1567622019943,36.3856868493243+0i,34.1438225285159+0i,35.9906783874603+0i,37.481554617239,26.6406907025775,24.9691719810552,14.9455422267,25.0436778168798,16.3686371685009,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,4,33.1640473847825,35.1938806357633+0i,35.3379390969167,37.6268896738874+0i,35.2726909647561+0i,37.4028157000401+0i,31.3816390157192,19.6649251311816,19.0233260334572,11.2303009195634,19.3112890502723,11.8249357815233,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,4,34.3243318583129,36.9269984989896+0i,36.9287041589085,39.2868865619342+0i,36.8106949120275+0i,39.1292591921829+0i,24.0241026606001,13.1941224704098,13.1889415924332,7.66287435513189,13.5522333090192,7.94610760023504,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,5,30.6606503009507,30.6698363338692+0i,31.072300239722,32.8366100875478+0i,31.0978326944828+0i,30.9699154570087+0i,55.8489909311089,55.7309860976829,50.7984354872413,33.8391427209649,50.5006643501327,52.0102348918606,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,5,31.0800461332796,31.4687717543952+0i,31.8262189707413,33.7430152831765+0i,31.8158629371545+0i,32.4844782922+0i,50.7079142850282,46.3663794912164,42.7030076053905,27.4649512538159,42.8049572009728,36.6971664409384,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,5,31.8150313625676,32.7362459015652+0i,33.0316583158192,35.1357295999272+0i,32.972186433686+0i,34.4616921255729+0i,42.8131541558425,34.6302614765119,32.3529978801858,19.9300046888511,32.7990841831306,23.2761500551061,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,5,32.5340566393874,33.8610106453589+0i,34.1076668501771,36.3354471024041+0i,34.0105143461723+0i,35.952598709008+0i,36.2806197338021,26.7287898425337,25.2530405353749,15.1194380762244,25.8243218819914,16.5127912218484,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,5,33.340422541333,35.030062860932+0i,35.2289002972946,37.5539722731715+0i,35.0962270874316+0i,37.3308313550237+0i,30.1327040898278,20.4208622028303,19.5069931353252,11.4204478120736,20.1121107627922,12.0225675357652,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,5,34.529557556122,36.6368480313969+0i,36.7687885058778,39.1896338813931+0i,36.5894948327619+0i,39.0177304003186+0i,22.9152502953839,14.1057297089553,13.6836359159279,7.83640679859789,14.2603727487325,8.15280999176059,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,6,30.6150556348007,29.9389357364397+0i,30.8306387064858,32.6833384584036+0i,31.1007104575989+0i,30.8724618090252+0i,56.4384135359272,65.9457462613005,53.7052187926226,35.0547210088123,50.4672122073425,53.1905131271336,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,6,31.0244227334015,31.028475749564+0i,31.653859655759,33.7255202196266+0i,31.8700829610074+0i,32.1391981295744+0i,51.3615459832814,51.3136356185793,44.4318499020607,27.575813862191,42.2738755710733,39.7338408488402,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,6,31.7472383050936,32.6323196356594+0i,32.9513610736129,35.2732542011249+0i,33.0952678245171+0i,33.9016442133654+0i,43.486707809996,35.4689553260826,32.9567405845777,19.3087847322353,31.8825888330606,26.4798755411079,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,6,32.4608332009795,33.9667924720091+0i,34.0959424556779,36.568885304777+0i,34.1848577778959+0i,35.2972322003512+0i,36.8975084410013,26.0856170102909,25.3213067998892,14.3282064470425,24.8081616486664,19.202472013881,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,6,33.2686554382528,35.2926069480159+0i,35.2803801012828,37.8594483414802+0i,35.3171662634412+0i,36.6309811969962+0i,30.6347836114103,19.2229336116805,19.2771288722582,10.6447514843515,19.1145348740426,14.1247978541854,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,6,34.4749349772031,37.0431556905059+0i,36.901709333731,39.5631675774572+0i,36.868496302716+0i,38.3170693361321+0i,23.2052826752631,12.8459075404718,13.2711765728505,7.19057471273714,13.3730580744139,9.58017466678077,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,7,30.4931289282716,29.8074447736912+0i,31.1356629203825,32.7810328744901+0i,31.0633390519197+0i,31.5299933672046+0i,58.0453545183783,67.972913212029,50.0626769908873,34.2749692174172,50.9033606716307,45.7173474225579,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,7,30.9461543494944,31.0140062860169+0i,31.9880195738236,33.8172050767969+0i,31.8860591494905+0i,32.2709397946283+0i,52.2955730018993,51.4848832521042,41.1413372191465,26.9997568568339,42.1186503223116,38.5466270035115,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,7,31.7332665318759,32.7329902952186+0i,33.314524016522,35.3498195625309+0i,33.1712371302535+0i,33.4650318429035+0i,43.6268350353902,34.6562311288905,30.312932973371,18.9713573501355,31.3297296897962,29.2804115455803,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,7,32.4963360246919,34.1244067574472+0i,34.469596892266,36.6258927760774+0i,34.292591980587+0i,34.5402160857715+0i,36.5971072199995,25.1558898909013,23.2338227406139,14.1413569037132,24.200323016291,22.8590802500864,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,7,33.3456571129114,35.4792985931826+0i,35.6511208962678,37.8890049347504+0i,35.4393001629254+0i,35.6699822507658+0i,30.0964068805092,18.414100179734,17.6997964212507,10.572552913792,18.5844770336035,17.6230931102574,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,7,34.5890642235839,37.2319750761315+0i,37.2456332221897,39.540364836046+0i,36.9819336612796+0i,37.2386338966279+0i,22.6034087405621,12.2993696243748,12.2607500426025,7.22842829542799,13.0282773306021,12.2805260645361,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,8,29.848997639289,31.2476618049549+0i,32.451884588989,31.3415923634167+0i,31.7340913308671+0i,32.9509501369978+0i,67.3256564970227,48.7881309000874,36.973613918386,47.7442553864723,43.6185503450904,32.9598591533695,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,8,30.363441984461,31.9565828504994+0i,33.7704606317082,32.567643434457+0i,32.5101257336549+0i,33.7839145891177+0i,59.8048165349563,41.4402222394504,27.2919330787969,36.0011204543684,36.4810884533309,27.2075165459774,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,8,31.2449637085051,33.1151524936082+0i,35.5917436509065,34.3180158893126+0i,33.7456233936826+0i,35.0938280415982+0i,48.8184504151896,31.7369444362869,17.9434519389399,24.0590664656643,27.4484624135504,20.1232237763407,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,8,32.0878551837329,34.1738931301915+0i,37.0290982639923,35.7411216949022+0i,34.8446677158972+0i,36.2471488716731+0i,40.2063679218139,24.8708740313801,12.8875550813668,17.3367701502877,21.3114789421062,15.4299839280701,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,8,33.0162267222573,35.3014457155723+0i,38.4033766018708,37.1357779358427+0i,35.9877610498437+0i,37.4391448975451+0i,32.4681608358243,19.1838508536156,9.39166733017599,12.5748428782452,16.3796363603663,11.7264315038866,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,8,34.3638984329865,36.8931616503927+0i,40.1479927389452,38.9600120632217+0i,37.5568298212706+0i,39.0693895788431+0i,23.806224103015,13.2973223162838,6.28464986512404,8.26188517038332,11.4129359171916,8.05640708994257,0,0,0,0,0,0
0,v01_BabyPandas,sp1,391.666666666667,9,29.6457681561842,31.3174942013762+0i,32.3225946846318,32.9866884325908+0i,31.65756002794+0i,30.9235486265363+0i,70.5510603278551,48.0099154051279,38.0908700256896,32.6897438542086,44.3940082153545,52.5684895011639,0,0,0,0,0,0
0,v01_BabyPandas,sp1,500,9,30.2080255004114,32.3932273944915+0i,33.8199281603594,33.99637623454+0i,32.6155491336045+0i,33.1344860036584+0i,61.9837447807323,37.4763789208396,26.9828329602268,25.9085278977004,35.6061852887266,31.5959749257498,0,0,0,0,0,0
0,v01_BabyPandas,sp1,716.666666666667,9,31.1546799151641,33.9679116663081+0i,35.8024617616558,35.501789106189+0i,34.0591979486712+0i,35.6309235341307+0i,49.8439405496229,26.0788955082769,17.0936254931134,18.3189868224267,25.5364525390867,17.7823030556588,0,0,0,0,0,0
0,v01_BabyPandas,sp1,966.666666666667,9,32.0427964808311,35.2676731296209+0i,37.3192680405124,36.7641438235753+0i,35.2795893830512+0i,37.3502159135574+0i,40.6256864954427,19.333614193672,12.0546208946605,13.6982780866847,19.2806389709573,11.9690248735108,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1300,9,33.0044186234718,36.5464574233403+0i,38.7414077220518,38.0204749148619+0i,36.4995213982553+0i,38.8612839588807+0i,32.5565591318956,14.4023917111775,8.68839563346646,10.2572955519185,14.5588885355823,8.45185358499282,0,0,0,0,0,0
0,v01_BabyPandas,sp1,1916.66666666667,9,34.373282452053,38.2089342734121+0i,40.5161205283244,39.672365041238+0i,38.1068173297546+0i,40.6377033990947+0i,23.7548403322746,9.82170608090058,5.77388737131309,7.01203147329649,10.0553832495889,5.61448622910538,0,0,0,0,0,0
0,v01_BabyPandas,sp2,391.666666666667,0,30.7519302191367,29.7360862600645+0i,31.1338791086573,29.8184626290982+0i,31.0553009472597+0i,31.4675650939968+0i,54.6874078987415,69.098995632047,50.0832438496394,67.8006875493429,50.9976619908308,46.3792638932678,0,0,0,0,0,0
0,v01_BabyPandas,sp2,500,0,31.1492337009721,30.738849550443+0i,31.8059318360974,31.9495835631111+0i,31.713306973578+0i,32.7659511059058+0i,49.9064859122403,54.8523711362267,42.9029521760386,41.5070630336845,43.8277992280398,34.3942030053993,0,0,0,0,0,0
0,v01_BabyPandas,sp2,716.666666666667,0,31.8357708693416,32.1928603108006+0i,32.8717072552346,34.2918185558229+0i,32.7563192307836+0i,34.5310858991354+0i,42.6091895669144,39.2459033317581,33.5667763809633,24.2046331783222,34.4705678487186,22.9071875171445,0,0,0,0,0,0
0,v01_BabyPandas,sp2,966.666666666667,0,32.4946495436167,33.3719947697711+0i,33.8077594669898,35.8450130265576+0i,33.6709669197117+0i,35.8959946732615+0i,36.6113216106224,29.9144404583157,27.058543398114,16.9269635189183,27.9243883307751,16.7294203495633,0,0,0,0,0,0
0,v01_BabyPandas,sp2,1300,0,33.2172418180141,34.5046273957849+0i,34.7605597796928,37.1530633545721+0i,34.5995902846441+0i,37.1714546375285+0i,30.9996063576154,23.0471708504336,21.728231657689,12.52489302964,22.5486908539123,12.4719653931617,0,0,0,0,0,0
0,v01_BabyPandas,sp2,1916.66666666667,0,34.2476399821914,35.9209936210933+0i,36.0175812802061,38.6008166203839+0i,35.8191405979664+0i,38.7367298044222+0i,24.4521112282025,16.6333987437313,16.2675530936189,8.97426105758077,17.0281042777041,8.69775921000013,0,0,0,0,0,0
0,v01_BabyPandas,sp2,391.666666666667,1,30.6776197745724,29.485377286981+0i,31.6372094513014,30.785584917055+0i,31.366130718969+0i,31.9990624805656+0i,55.6311942822589,73.2053181086736,44.6025219622964,54.2652576241095,47.4752531268564,41.0368590704793,0,0,0,0,0,0
0,v01_BabyPandas,sp2,500,1,31.2033288695268,31.012406309338+0i,32.5032352886925,33.0194575482131+0i,32.1860638865746+0i,33.5056420852742+0i,49.2887125089422,51.5038542019,36.5390146897073,32.4440159359202,39.3073686823712,29.0078908323602,0,0,0,0,0,0
0,v01_BabyPandas,sp2,716.666666666667,1,32.0738424676117,32.9401611260453+0i,33.7865819913515,35.3836653797448+0i,33.4210523740951+0i,35.4464007065432+0i,40.3363051742583,33.0418418561813,27.1908110360076,18.8240827317147,29.5784303540337,18.5541169716085,0,0,0,0,0,0
0,v01_BabyPandas,sp2,966.666666666667,1,32.8718725571731,34.3416356340639+0i,34.8421155940436,36.905289004745+0i,34.4525921622108+0i,36.8866699623756+0i,33.5654987806614,23.9285728667787,21.3240062657238,13.2602423162873,23.324972728716,13.3172135696523,0,0,0,0,0,0
0,v01_BabyPandas,sp2,1300,1,33.7126211487832,35.5908924720236+0i,35.8608349699238,38.15666859019+0i,35.4605066549715+0i,38.195622532074+0i,27.6578391133282,17.946969041921,16.8654084650704,9.94062067536093,18.4939506911048,9.85185718703861,0,0,0,0,0,0
0,v01_BabyPandas,sp2,1916.66666666667,1,34.8604703785845,37.0467605069783+0i,37.1311540587556,39.5048505477569+0i,36.733828178657+0i,39.7595643086565+0i,21.2340738281249,12.8352493516234,12.588238280244,7.28778087599611,13.7942325416222,6.87264529412043,0,0,0,0,0,0
0,v01_BabyPandas,sp2,391.666666666667,2,30.7173745362516,30.2201806405635+0i,31.5464081411191,32.1336591083667+0i,31.607245315669+0i,32.1831627125338+0i,55.1242771087779,61.8105057061954,45.5448783856939,39.7845499888242,44.911320991869,39.3336355636106,0,0,0,0,0,0
0,v01_BabyPandas,sp2,500,2,31.1925804120373,31.2798634046083+0i,32.2960928429164,33.3877563853409+0i,32.2420872179751+0i,33.5039838266561+0i,49.4108493939416,48.4277197400929,38.3240216271259,29.806070361616,38.8035660458657,29.0189689767076,0,0,0,0,0,0
0,v01_BabyPandas,sp2,716.666666666667,2,31.9896623317061,32.7856186060823+0i,33.4500990112391,35.0655523888322+0i,33.2548757102187+0i,35.2716521477608+0i,41.1257780817234,34.2387972503197,29.3812629360133,20.2546676758934,30.7321390730489,19.3159087946026,0,0,0,0,0,0
